1661247502 0 0 2666
1661247781 0 0 22188
1661248566 0 0 22188
1661248675 0 0 22208
1661248755 0 0 22208
1661248806 0 0 22598
1661257773 0 743 22598
1661257777 0 809 22598
1661258239 0 809 22661
1661258265 0 809 22661
1661258342 0 998 22661
1661259620 0 1124 22661
1661261070 34 1124 22661
1661262564 37 1124 22661
1661263027 43 1124 22661
1661263100 43 1171 22661
1661263109 43 1171 22661
1661263371 43 1171 22771
1661263388 43 1171 22771
1661265867 43 1549 22771
1661265883 57 1549 22771
1661265896 57 1549 22771
1661268158 57 1558 22771
1661328611 57 1558 22826
1661328623 57 1558 22826
1661331278 717 1558 22826
1661331288 717 1558 22826
1661334014 717 2063 22826
1661341858 810 2063 22826
1661342499 810 2105 22826
1661342505 810 2105 22826
1661342535 810 2105 22856
1661342549 810 2105 22856
1661351071 840 2105 22856
1661351128 841 2105 22856
1661352476 841 2105 22856
1661353179 847 2105 22856
1661353189 847 2105 22856
1661354242 850 2105 22856
1661354424 868 2105 22856
1661355167 868 2105 22957
1661355180 868 2105 22957
1661413018 881 2105 22957
1661413158 884 2105 22957
1661414951 884 2105 22978
1661414965 884 2105 22978
1661422916 884 2432 22978
1661422922 884 2432 22978
1661436421 946 2432 22978
1661436422 946 2435 22978
1661436440 946 2435 22978
1661436522 946 2435 23080
1661436541 946 2435 23130
1661436549 1057 2435 23130
1661436560 1057 2435 23130
1661436578 1057 2435 23130
1661497605 1057 2446 23130
1661497610 1057 2446 23130
1661507406 1070 2446 23130
1661507446 1126 2446 23130
1661508097 1129 2446 23130
1661509304 1134 2446 23130
1661518344 1196 2446 23130
1661518753 1267 2446 23130
1661520204 1267 2446 23160
1661520216 1267 2446 23160
1661521937 1267 2456 23160
1661521942 1267 2456 23160
1661523194 1267 2456 23164
1661523220 1267 2456 23341
1661523225 1267 2456 23341
1661524848 1292 2456 23341
1661524892 1292 2456 23341
1661525998 1292 2456 23364
1661527738 1292 2456 23364
1661760359 1292 2456 23413
1661760393 1292 2461 23413
1661760433 1292 2461 23413
1661760864 1313 2461 23413
1661760870 1313 2461 23413
1661763680 1356 2461 23413
1661763757 1356 2461 23413
1661764631 1394 2461 23413
1661765847 1787 2461 23413
1661768366 1812 2461 23413
1661775985 2017 2461 23413
1661776539 2023 2461 23413
1661776951 2032 2461 23413
1661778195 2032 2461 23450
1661778323 2032 2461 23450
1661778387 2034 2461 23450
1661778394 2034 2461 23450
1661778403 2034 2461 23451
1661778405 2035 2461 23451
1661778425 2035 2461 23451
1661778700 2044 2461 23451
1661778723 2044 2539 23451
1661778736 2044 2570 23451
1661779089 2044 2570 23451
1661781751 2152 2570 23451
1661781758 2152 2570 23451
1661781818 2152 2609 23451
1661781827 2152 2609 23451
1661781867 2152 2635 23451
1661782421 2158 2635 23451
1661782430 2158 2635 23451
1661782655 2160 2635 23451
1661782942 2268 2635 23451
1661783345 2269 2635 23451
1661783455 2269 2635 23466
1661783463 2269 2635 23466
1661785681 2269 2635 23493
1661785899 2291 2635 23493
1661785904 2291 2635 23493
1661786239 2291 2640 23493
1661786274 2291 2640 23493
1661843237 2291 2645 23493
1661843909 2509 2645 23493
1661843929 2509 2645 23493
1661844096 2512 2645 23493
1661844822 2565 2645 23493
1661846068 2656 2645 23493
1661846946 2678 2645 23493
1661847228 2680 2645 23493
1661847512 2681 2645 23493
1661849989 2701 2645 23493
1661850539 2857 2645 23493
1661851096 2861 2645 23493
1661852724 2861 2726 23493
1661852730 2861 2726 23493
1661853400 2879 2726 23493
1661853424 2879 2770 23493
1661853428 2879 2770 23493
1661854171 2886 2770 23493
1661854248 2886 2803 23493
1661854277 2886 2803 23493
1661854517 2886 2815 23493
1661861774 2888 2815 23493
1661862127 2889 2815 23493
1661862873 2897 2815 23493
1661863462 2897 2815 23493
1661865801 2897 2934 23493
1661865808 2897 2934 23493
1661866966 2897 2934 23590
1661867269 2897 2934 23590
1661868497 2897 2947 23590
1661868613 2897 2947 23590
1661868636 2897 2947 23624
1661868751 2897 2947 23624
1661868881 2897 2949 23624
1661869146 2897 2969 23624
1661869464 2897 2975 23624
1661869994 2897 2978 23624
1661873436 2897 2983 23624
1661929573 2897 2983 23624
1661932036 2897 3030 23624
1661933573 3178 3030 23624
1661933729 3178 3043 23624
1661933742 3178 3043 23624
1661933785 3179 3043 23624
1661933792 3179 3043 23624
1661934489 3179 3043 23624
1661941637 3179 3116 23624
1661941665 3179 3116 23624
1661949103 3179 3116 23624
1661949514 3187 3116 23624
1661949637 3187 3131 23624
1661949644 3187 3131 23624
1661950815 3187 3140 23624
1661951500 3188 3140 23624
1661954672 3188 3298 23624
1661954676 3188 3298 23624
1661954896 3228 3298 23624
1661954901 3228 3298 23624
1661955413 3238 3298 23624
1661955509 3240 3298 23624
1661955515 3241 3298 23624
1661955553 3242 3298 23624
1661956655 3242 3298 23624
1661957779 3242 3298 23881
1661957784 3242 3298 23917
1661957832 3251 3298 23917
1661958219 3251 3298 23917
1661958262 3251 3311 23917
1661958267 3251 3311 23917
1661958681 3251 3319 23917
1661958778 3251 3319 23919
1661958795 3251 3319 23919
1662016951 3258 3319 23919
1662017550 3261 3319 23919
1662019213 3263 3319 23919
1662019270 3263 3367 23919
1662019276 3263 3367 23919
1662019520 3353 3367 23919
1662019609 3353 3367 23919
1662019865 3353 3367 23963
1662019883 3353 3367 23963
1662019971 3353 3367 23963
1662020514 3353 3368 23963
