1661247502 0 0 1
1661247781 0 0 3
1661248566 0 0 4
1661248675 0 0 5
1661248755 0 0 6
1661248806 0 0 7
1661257773 0 1 7
1661257777 0 2 7
1661258239 0 2 8
1661258265 0 2 9
1661258342 0 3 9
1661259620 0 4 9
1661261070 1 4 9
1661262564 2 4 9
1661263027 3 4 9
1661263100 3 5 9
1661263109 3 6 9
1661263371 3 6 10
1661263388 3 6 11
1661265867 3 7 11
1661265883 4 7 11
1661265896 5 7 11
1661268158 5 8 11
1661328611 5 8 12
1661328623 5 8 13
1661331278 6 8 13
1661331288 7 8 13
1661334014 7 9 13
1661341858 8 9 13
1661342499 8 10 13
1661342505 8 11 13
1661342535 8 11 14
1661342549 8 11 15
1661351071 9 11 15
1661351128 10 12 15
1661352476 10 13 15
1661353179 11 13 15
1661353189 12 13 15
1661354242 13 13 15
1661354424 14 13 15
1661355167 14 13 16
1661355180 14 13 17
1661413018 15 13 17
1661413158 16 13 17
1661414951 16 13 18
1661414965 16 13 19
1661422916 16 14 19
1661422922 16 15 19
1661436421 17 15 19
1661436422 17 16 19
1661436440 17 17 19
1661436522 17 17 20
1661436541 17 17 21
1661436549 18 17 21
1661436560 19 17 21
1661436578 19 17 22
1661497605 19 18 22
1661497610 19 19 22
1661507406 20 19 22
1661507446 21 19 22
1661508097 22 19 22
1661509304 23 19 22
1661518344 24 19 22
1661518753 25 19 22
1661520204 25 19 23
1661520216 25 19 24
1661521937 25 20 24
1661521942 25 21 24
1661523194 25 21 25
1661523220 25 21 26
1661523225 25 21 27
1661524848 26 21 27
1661524892 27 21 27
1661525998 27 21 28
1661527738 27 21 29
1661760359 27 21 30
1661760393 27 22 30
1661760433 27 23 30
1661760864 28 23 30
1661760870 29 23 30
1661763680 30 23 30
1661763757 30 24 30
1661764631 31 24 30
1661765847 32 24 30
1661768366 33 24 30
1661775985 34 24 30
1661776539 35 24 30
1661776951 36 24 30
1661778195 36 24 31
1661778323 36 24 32
1661778387 37 24 32
1661778394 38 24 32
1661778403 38 24 33
1661778405 39 24 33
1661778425 40 24 33
1661778700 41 24 33
1661778723 41 25 33
1661778736 41 26 33
1661779089 41 27 33
1661781751 42 27 33
1661781758 43 27 33
1661781818 43 28 33
1661781827 43 29 33
1661781867 43 30 33
1661782421 44 30 33
1661782430 45 30 33
1661782655 46 30 33
1661782942 47 30 33
1661783345 48 30 33
1661783455 48 30 34
1661783463 48 30 35
1661785681 48 30 36
1661785899 49 30 36
1661785904 50 30 36
1661786239 50 31 36
1661786274 50 32 36
1661843237 50 33 36
1661843909 51 33 36
1661843929 52 33 36
1661844096 53 33 36
1661844822 54 33 36
1661846068 55 33 36
1661846946 56 33 36
1661847228 57 33 36
1661847512 58 33 36
1661849989 59 33 36
1661850539 60 33 36
1661851096 61 33 36
1661852724 61 34 36
1661852730 61 35 36
1661853400 62 35 36
1661853424 62 36 36
1661853428 62 37 36
1661854171 63 37 36
1661854248 63 38 36
1661854277 63 39 36
1661854517 63 40 36
1661861774 64 40 36
1661862127 65 40 36
1661862873 66 40 36
1661863462 67 40 36
1661865801 67 41 36
1661865808 67 42 36
1661866966 67 42 37
1661867269 67 42 38
1661868497 67 43 38
1661868613 67 44 38
1661868636 67 44 39
1661868751 67 44 40
1661868881 67 45 40
1661869146 67 46 40
1661869464 67 47 40
1661869994 67 48 40
1661873436 67 49 40
1661929573 67 50 40
1661932036 67 51 40
1661933573 68 51 40
1661933729 68 52 40
1661933742 68 53 40
1661933785 69 53 40
1661933792 70 53 40
1661934489 71 53 40
1661941637 71 54 40
1661941665 71 55 40
1661949103 72 55 40
1661949514 73 55 40
1661949637 73 56 40
1661949644 73 57 40
1661950815 73 58 40
1661951500 74 58 40
1661954672 74 59 40
1661954676 74 60 40
1661954896 75 60 40
1661954901 76 60 40
1661955413 77 60 40
1661955509 78 60 40
1661955515 79 60 40
1661955553 80 60 40
1661956655 81 60 40
1661957779 81 60 41
1661957784 81 60 42
1661957832 82 60 42
1661958219 82 60 43
1661958262 82 61 43
1661958267 82 62 43
1661958681 82 63 43
1661958778 82 63 44
1661958795 83 63 44
1662016951 84 63 44
1662017550 85 63 44
1662019213 86 63 44
1662019270 86 64 44
1662019276 86 65 44
1662019520 87 65 44
1662019609 88 65 44
1662019865 88 65 45
1662019883 88 65 46
1662019971 89 65 46
1662020514 89 66 46
1662020528 90 66 46
1662020723 90 67 46
1662023255 91 67 46
1662023260 92 67 46
1662023882 93 67 46
1662025274 93 67 47
1662025282 93 67 48
1662025418 93 68 48
1662025426 93 69 48
1662026256 93 70 48
1662031424 93 70 49
1662031434 93 70 50
1662031494 94 70 50
1662031573 95 70 50
1662035303 95 70 51
1662035315 95 70 52
1662035394 95 71 52
1662035401 95 72 52
1662035547 95 72 53
1662037426 95 73 53
1662037607 95 74 53
1662037699 95 74 54
1662037706 95 74 55
1662043069 95 75 55
1662044948 95 76 55
1662045108 96 76 55
